,Unnamed: 0,age,age_onset,birthplace,filename,native_language,sex,speakerid,country
28,28,15.5,12.0,"bamako, mali",bambara1,bambara,female,29,mali
29,29,26.0,18.0,"bamako, mali",bambara2,bambara,female,30,mali
30,30,31.0,15.0,"foumban, cameroon",bamun1,bamun,female,31,cameroon
31,31,69.0,34.0,"vizcaya, spain",basque1,basque,female,32,spain
32,32,50.0,19.0,"guernica, spain",basque2,basque,male,33,spain
33,33,23.0,16.0,"dhaka, bangladesh",bengali1,bengali,male,34,bangladesh
34,34,25.0,2.0,"lusaka, zambia",bengali2,bengali,female,35,zambia
35,35,19.0,5.0,"dhaka, bangladesh",bengali3,bengali,female,36,bangladesh
36,36,24.0,6.0,"chittagong, bangladesh",bengali4,bengali,male,37,bangladesh
37,37,39.0,37.0,"doboj, bosnia and herzegovina",bosnian1,bosnian,male,38,bosnia and herzegovina
38,38,21.0,10.0,"sarajevo, bosnia and herzegovina",bosnian2,bosnian,male,39,bosnia and herzegovina
39,39,25.0,16.0,"plovdiv, bulgaria",bulgarian1,bulgarian,female,40,bulgaria
40,40,53.0,42.0,"sofia, bulgaria",bulgarian2,bulgarian,female,41,bulgaria
41,41,27.0,10.0,"sofia, bulgaria",bulgarian3,bulgarian,male,42,bulgaria
42,42,22.0,20.0,"plovdiv, bulgaria",bulgarian4,bulgarian,male,43,bulgaria
43,43,23.0,14.0,"sofia, bulgaria",bulgarian5,bulgarian,male,44,bulgaria
44,44,22.0,12.0,"hong kong, china",cantonese1,cantonese,female,45,china
45,45,20.0,13.0,"hong kong, china",cantonese2,cantonese,male,46,china
46,46,22.0,6.0,"hong kong, china",cantonese3,cantonese,male,47,china
47,47,29.0,13.0,"fuzhou, fujian, china",cantonese4,cantonese,female,48,china
48,48,18.0,14.0,"hong kong, china",cantonese5,cantonese,male,49,china
49,49,32.0,6.0,"saipan, saipan, northern mariana islands",carolinian1,carolinian,female,50,northern mariana islands
50,50,39.0,13.0,"tarragona, spain",catalan1,catalan,male,51,spain
51,51,18.0,1.0,"saipan, saipan, northern mariana islands",chamorro1,chamorro,male,52,northern mariana islands
52,52,27.0,10.5,"prague, czech republic",czech1,czech,female,53,czech republic
53,53,45.0,11.0,"horsens, denmark",danish1,danish,female,54,denmark
54,54,37.0,8.0,"haslev, denmark",danish2,danish,female,55,denmark
55,55,25.0,13.0,"kabul, zoroastrian, afghanistan",dari1,dari,female,56,afghanistan
56,56,38.0,13.0,"nijmegen, netherlands",dutch1,dutch,male,57,netherlands
57,57,41.0,14.0,"amsterdam, netherlands",dutch2,dutch,male,58,netherlands
58,58,35.0,3.0,"okene, nigeria",ebira1,ebira,male,59,nigeria
59,59,25.0,6.0,"benin city, nigeria",edo1,edo,male,60,nigeria
60,60,42.0,0.0,"pittsburgh, pennsylvania, usa",english1,english,male,61,usa
61,61,35.0,0.0,"davenport, iowa, usa",english10,english,female,62,usa
62,62,23.0,0.0,"miami, florida, usa",english100,english,female,63,usa
63,63,18.0,0.0,"toronto, ontario, canada",english101,english,female,64,canada
64,64,22.0,0.0,"torrington, connecticut, usa",english102,english,male,65,usa
65,65,21.0,0.0,"staten island, new york, usa",english103,english,male,66,usa
66,66,18.0,0.0,"youngstown, ohio, usa",english104,english,female,67,usa
67,67,35.0,0.0,"staffordshire, uk",english11,english,female,68,uk
68,68,71.0,0.0,"leicester, uk",english12,english,female,69,uk
69,69,69.0,0.0,"henley on thames, oxfordshire, uk",english13,english,male,70,uk
70,70,40.0,0.0,"belfast, northern ireland, uk",english14,english,male,71,uk
71,71,7.0,0.0,"norton, virginia, usa",english15,english,female,72,usa
72,72,21.0,0.0,"wise, virginia, usa",english16,english,male,73,usa
73,73,79.0,0.0,"darwin va, virginia, usa",english17,english,male,74,usa
74,74,39.0,0.0,"dickenson county, virginia, usa",english18,english,female,75,usa
75,75,53.0,0.0,"louisville, kentucky, usa",english19,english,male,76,usa
76,76,30.0,0.0,"birmingham, uk",english2,english,female,77,uk
77,77,27.0,0.0,"mt. holly, north carolina, usa",english20,english,female,78,usa
78,78,37.0,0.0,"boston, massachusetts, usa",english21,english,female,79,usa
79,79,25.0,0.0,"panama city, panama",english22,english,female,80,panama
80,80,43.0,0.0,"englewood, tennessee, usa",english23,english,male,81,usa
81,81,37.0,0.0,"glasgow, scotland, uk",english24,english,male,82,uk
82,82,57.0,0.0,"atlanta, georgia, usa",english25,english,male,83,usa
83,83,71.0,0.0,"smith island, maryland, usa",english26,english,male,84,usa
84,84,37.0,0.0,"smith island, maryland, usa",english27,english,female,85,usa
85,85,54.0,0.0,"toronto, ontario, canada",english28,english,male,86,canada
86,86,54.0,0.0,"lindsay, ontario, canada",english29,english,female,87,canada
87,87,26.0,0.0,"brisbane, australia",english3,english,female,88,australia
88,88,30.0,0.0,"st. mary's, ontario, canada",english30,english,female,89,canada
89,89,31.0,0.0,"st. augustine, trinidad",english31,english,female,90,trinidad
90,90,50.0,0.0,"fresno, california, usa",english32,english,female,91,usa
91,91,21.0,0.0,"san diego, california, usa",english33,english,male,92,usa
92,92,18.0,0.0,"ronkonkoma, new york, usa",english34,english,female,93,usa
93,93,60.0,0.0,"milwaukee, wisconsin, usa",english35,english,female,94,usa
94,94,60.0,0.0,"arcadia, wisconsin, usa",english36,english,male,95,usa
95,95,28.0,0.0,"yole, india",english37,english,female,96,india
96,96,27.0,0.0,"littlehampton, uk",english38,english,male,97,uk
97,97,59.0,0.0,"new orleans, louisiana, usa",english39,english,female,98,usa
98,98,53.0,0.0,"saint anne's bay, jamaica",english4,english,female,99,jamaica
99,99,53.0,0.0,"dudley, uk",english40,english,male,100,uk
100,100,44.0,0.0,"wellington, new zealand",english41,english,male,101,new zealand
101,101,65.0,0.0,"nigel, south africa",english42,english,male,102,south africa
102,102,47.0,0.0,"vancouver, british columbia, canada",english43,english,male,103,canada
103,103,63.0,0.0,"winston salem, north carolina, usa",english44,english,female,104,usa
104,104,52.0,0.0,"pine bluff, arkansas, usa",english45,english,male,105,usa
105,105,73.0,0.0,"creswell, north carolina, usa",english46,english,male,106,usa
106,106,76.0,0.0,"plantersville, arkansas, usa",english47,english,female,107,usa
107,107,26.0,0.0,"port moresby, national capital district, papua new guinea",english48,english,male,108,papua new guinea
108,108,43.0,0.0,"castro valley, california, usa",english49,english,male,109,usa
109,109,62.0,0.0,"fairfax, virginia, usa",english5,english,male,110,usa
110,110,29.0,0.0,"baltic, south dakota, usa",english50,english,female,111,usa
111,111,67.0,0.0,"detroit, michigan, usa",english51,english,male,112,usa
112,112,20.0,0.0,"calgary, alberta, canada",english52,english,male,113,canada
113,113,63.0,0.0,"syracuse, new york, usa",english53,english,male,114,usa
114,114,40.0,0.0,"new albany, indiana, usa",english54,english,female,115,usa
115,115,53.0,0.0,"st. louis, missouri, usa",english55,english,female,116,usa
116,116,20.0,0.0,"londonderry, northern ireland, uk",english56,english,male,117,uk
117,117,34.0,0.0,"birmingham 1, uk",english57,english,male,118,uk
118,118,46.0,0.0,"southhampton, uk",english58,english,female,119,uk
119,119,30.0,0.0,"columbus, ohio, usa",english59,english,male,120,usa
120,120,45.0,0.0,"brooklyn, new york, usa",english6,english,female,121,usa
121,121,18.0,0.0,"chesapeake, virginia, usa",english60,english,male,122,usa
122,122,19.0,0.0,"toronto, ontario, canada",english61,english,male,123,canada
123,123,30.0,0.0,"west jordan, utah, usa",english62,english,male,124,usa
124,124,21.0,0.0,"lewisville, texas, usa",english63,english,male,125,usa
125,125,25.0,0.0,"montreal, quebec, canada",english64,english,female,126,canada
126,126,47.0,0.0,"lewistown, pennsylvania, usa",english65,english,male,127,usa
127,127,19.0,0.0,"baltimore, maryland, usa",english66,english,male,128,usa
128,128,37.0,0.0,"princeton, indiana, usa",english67,english,male,129,usa
129,129,52.0,0.0,"new york, new york, usa",english68,english,male,130,usa
130,130,23.0,0.0,"adelaide, australia",english69,english,male,131,australia
131,131,52.0,0.0,"macon, mississippi, usa",english7,english,male,132,usa
132,132,21.0,0.0,"beaumont, texas, usa",english70,english,male,133,usa
133,133,20.0,0.0,"west covina, california, usa",english71,english,male,134,usa
134,134,31.0,0.0,"kilkenny, ireland",english72,english,male,135,ireland
135,135,24.0,0.0,"darwin, australia",english73,english,male,136,australia
136,136,21.0,0.0,"wichita, kansas, usa",english74,english,male,137,usa
137,137,32.0,0.0,"idaho falls, idaho, usa",english75,english,male,138,usa
138,138,18.0,0.0,"boston, massachusetts, usa",english76,english,female,139,usa
139,139,26.0,0.0,"melbourne, australia",english77,english,male,140,australia
140,140,20.0,0.0,"caribou, maine, usa",english78,english,female,141,usa
141,141,73.0,0.0,"boston, massachusetts, usa",english79,english,male,142,usa
142,142,21.0,0.0,"perth, australia",english8,english,female,143,australia
143,143,34.0,0.0,"glasgow, scotland, uk",english80,english,male,144,uk
144,144,30.0,0.0,"st. paul, minnesota, usa",english81,english,male,145,usa
145,145,50.0,0.0,"chicago, illinois, usa",english82,english,female,146,usa
146,146,42.0,0.0,"winnfield, louisiana, usa",english83,english,female,147,usa
147,147,45.0,0.0,"sydney, australia",english84,english,male,148,australia
148,148,31.0,0.0,"strabane, northern ireland, uk",english85,english,male,149,uk
149,149,50.0,0.0,"charleston, south carolina, usa",english86,english,male,150,usa
150,150,18.0,0.0,"tamworth, australia",english87,english,female,151,australia
151,151,18.0,0.0,"grand rapids, michigan, usa",english88,english,male,152,usa
152,152,18.0,0.0,"kingston ma, massachusetts, usa",english89,english,male,153,usa
153,153,48.0,0.0,"carthage, texas, usa",english9,english,female,154,usa
154,154,53.0,0.0,"pittsburgh, pennsylvania, usa",english90,english,male,155,usa
155,155,23.0,0.0,"kingston, jamaica",english91,english,male,156,jamaica
156,156,22.0,0.0,"wisconsin rapids, wisconsin, usa",english92,english,female,157,usa
157,157,22.0,0.0,"mamou, louisiana, usa",english93,english,female,158,usa
158,158,55.0,0.0,"pensacola, florida, usa",english94,english,female,159,usa
159,159,18.0,0.0,"mishawaka, indiana, usa",english95,english,male,160,usa
160,160,31.0,0.0,"point pleasant, new jersey, usa",english96,english,male,161,usa
161,161,42.0,0.0,"wilmington nc, north carolina, usa",english97,english,male,162,usa
162,162,22.0,0.0,"spokane, washington, usa",english98,english,male,163,usa
163,163,52.0,0.0,"pittsburgh, pennsylvania, usa",english99,english,female,164,usa
164,164,25.0,9.0,"accra, ghana",ewe1,ewe,male,165,ghana
165,165,20.0,11.0,"malabo, equatorial guinea",fang1,fang,female,166,equatorial guinea
166,166,32.0,6.0,"ajumako, ghana",fanti1,fanti,male,167,ghana
167,167,22.0,13.0,"tehran, iran",farsi1,farsi,male,168,iran
168,168,34.0,18.0,"esfahan, iran",farsi2,farsi,female,169,iran
169,169,28.0,14.0,"esfahan, iran",farsi3,farsi,female,170,iran
170,170,21.0,15.0,"mazandran, iran",farsi4,farsi,female,171,iran
171,171,43.0,14.0,"tehran, iran",farsi5,farsi,male,172,iran
172,172,27.0,9.0,"tehran, iran",farsi6,farsi,male,173,iran
173,173,29.0,11.0,"tehran, iran",farsi7,farsi,male,174,iran
174,174,29.0,11.0,"tehran, iran",farsi8,farsi,female,175,iran
175,175,39.0,12.0,"tehran, iran",farsi9,farsi,male,176,iran
176,176,22.0,9.0,"lahti, finland",finnish1,finnish,female,177,finland
177,177,20.0,7.0,"helsinki, finland",finnish2,finnish,male,178,finland
178,178,20.0,12.0,"st. laurent d'onay, france",french1,french,female,179,france
179,179,19.0,14.0,"tunis, tunisia",french2,french,male,180,tunisia
180,180,22.0,11.0,"nice, france",french3,french,female,181,france
181,181,31.0,14.0,"abidjan, ivory coast",french4,french,female,182,ivory coast
182,182,36.0,11.0,"douala, cameroon",french5,french,female,183,cameroon
183,183,26.0,13.0,"booue, gabon",french6,french,female,184,gabon
184,184,18.0,5.0,"rimouski, quebec, canada",french7,french,male,185,canada
185,185,66.0,16.0,"ghent, belgium",french8,french,male,186,belgium
186,186,62.0,13.0,"akkrum, friesland, netherlands",frisian1,frisian,male,187,netherlands
187,187,30.0,28.0,"tbilisi, republic of georgia",georgian1,georgian,female,188,republic of georgia
188,188,48.0,12.0,"dusseldorf, germany",german1,german,female,189,germany
189,189,29.0,12.0,"bemberg, germany",german2,german,female,190,germany
190,190,19.0,12.0,"meissen, germany",german3,german,female,191,germany
191,191,19.0,11.0,"stuttgart, germany",german4,german,female,192,germany
192,192,47.0,12.0,"halle, germany",german5,german,male,193,germany
193,193,28.0,8.0,"vienna, austria",german6,german,male,194,austria
194,194,19.0,9.0,"athens, greece",greek1,greek,male,195,greece
195,195,26.0,9.0,"athens, greece",greek2,greek,female,196,greece
196,196,37.0,15.0,"karprenici, greece",greek3,greek,female,197,greece
197,197,20.0,15.0,"ahmedabad, india",gujarati1,gujarati,male,198,india
198,198,22.0,8.0,"bombay, india",gujarati2,gujarati,male,199,india
199,199,28.0,2.0,"limerick, ireland",gujarati3,gujarati,female,200,ireland
200,200,44.0,12.0,"nairobi, kenya",gusii1,gusii,male,201,kenya
201,201,23.0,10.0,"yehud, israel",hebrew1,hebrew,male,202,israel
202,202,24.0,10.0,"jerusalem, israel",hebrew2,hebrew,male,203,israel
203,203,33.0,8.0,"haifa, israel",hebrew3,hebrew,male,204,israel
204,204,20.0,9.0,"haifa, israel",hebrew4,hebrew,female,205,israel
205,205,23.0,10.0,"netanya, israel",hebrew5,hebrew,male,206,israel
206,206,27.0,2.0,"nagpur, maharashtra, india",hindi1,hindi,male,207,india
207,207,50.0,14.0,"taipei, taiwan",xiang1,xiang,female,208,taiwan
208,208,22.5,20.0,"cegled, hungary",hungarian1,hungarian,female,209,hungary
209,209,22.0,8.0,"clug, romania",hungarian2,hungarian,female,210,romania
210,210,34.0,8.0,"brasov, romania",hungarian3,hungarian,male,211,romania
211,211,23.0,12.0,"imo state, imo state, nigeria",igbo1,igbo,female,212,nigeria
212,212,31.0,13.0,"jakarta, indonesia",indonesian1,indonesian,male,213,indonesia
213,213,18.0,13.0,"jakarta, indonesia",indonesian2,indonesian,male,214,indonesia
214,214,32.0,13.0,"jakarta, indonesia",indonesian3,indonesian,female,215,indonesia
215,215,30.0,10.0,"jakarta, indonesia",indonesian4,indonesian,female,216,indonesia
216,216,29.0,22.0,"carbonia, italy",italian1,italian,female,217,italy
217,217,46.0,18.0,"caltanissetta, sicily, italy",italian2,italian,male,218,italy
218,218,55.0,21.0,"florence, italy",italian3,italian,male,219,italy
219,219,47.0,11.0,"cremona, italy",italian4,italian,female,220,italy
220,220,25.0,12.0,"tokyo, japan",japanese1,japanese,female,221,japan
221,221,27.0,12.0,"tokyo, japan",japanese2,japanese,female,222,japan
222,222,49.0,12.0,"kofu, yamanashi prefecture, japan",japanese3,japanese,female,223,japan
223,223,20.0,15.0,"tokyo, japan",japanese4,japanese,male,224,japan
224,224,25.0,12.0,"chiba, japan",japanese5,japanese,female,225,japan
225,225,30.0,10.0,"kawasaki, japan",japanese6,japanese,female,226,japan
226,226,18.0,12.0,"osaka, japan",japanese7,japanese,male,227,japan
227,227,26.0,5.0,"bangalore, india",kannada1,kannada,female,228,india
228,228,18.0,9.0,"semey, kazakhstan",kazakh1,kazakh,male,229,kazakhstan
229,229,21.0,16.0,"phnom penh, cambodia",khmer1,khmer,female,230,cambodia
230,230,19.0,16.0,"phnom penh, cambodia",khmer2,khmer,male,231,cambodia
231,231,46.0,25.0,"baling, kampongthum, cambodia",khmer3,khmer,male,232,cambodia
232,232,32.0,28.0,"bishkek, kyrgyzstan",kirghiz1,kirghiz,female,233,kyrgyzstan
233,233,22.0,6.0,"dar-es-salaam, tanzania",kiswahili1,kiswahili,male,234,tanzania
234,234,28.0,16.0,"kigoma, tanzania",kiswahili2,kiswahili,male,235,tanzania
235,235,29.0,6.0,"nairobi, kenya",kiswahili3,kiswahili,male,236,kenya
236,236,36.0,34.0,"goma, north kivu, democratic republic of congo",kiswahili4,kiswahili,male,237,democratic republic of congo
237,237,29.0,13.0,"ui jong bu, south korea",korean1,korean,male,238,south korea
238,238,23.0,14.0,"taegu, south korea",korean2,korean,female,239,south korea
239,239,19.0,17.0,"seoul, south korea",korean3,korean,female,240,south korea
240,240,29.0,15.0,"seoul, south korea",korean4,korean,female,241,south korea
241,241,50.0,12.0,"seoul, south korea",korean5,korean,female,242,south korea
242,242,21.0,12.0,"sunchun, south korea",korean6,korean,female,243,south korea
243,243,32.0,10.0,"seoul, south korea",korean7,korean,male,244,south korea
244,244,46.0,5.0,"freetown, sierra leone",krio1,krio,female,245,sierra leone
245,245,24.0,15.0,"arbil, iraq",kurdish1,kurdish,male,246,iraq
246,246,30.0,13.0,"leworook, nusa tenggara, indonesia",lamaholot1,lamaholot,male,247,indonesia
247,247,19.0,12.0,"savannakhet, laos",lao1,lao,female,248,laos
248,248,25.0,21.0,"vientiane, laos, ",lao2,lao,female,249,
249,249,24.0,13.0,"riga, latvia",latvian1,latvian,female,250,latvia
250,250,27.0,24.0,"klaipeda, lithuania",lithuanian1,lithuanian,female,251,lithuania
251,251,42.0,12.0,"siaya, kenya",luo1,luo,male,252,kenya
252,252,19.0,11.0,"ohrid, macedonia",macedonian1,macedonian,male,253,macedonia
253,253,28.0,3.0,"kuala lumpur, malaysia",malay1,malay,female,254,malaysia
254,254,24.0,5.0,"kerala state, kerala state, india",malayalam1,malayalam,male,255,india
255,255,26.0,13.0,"shanxi province, shanxi, china",mandarin1,mandarin,female,256,china
256,256,38.0,14.0,"nanjing, china",mandarin2,mandarin,female,257,china
257,257,43.0,10.0,"jilin city, jilin, china",mandarin3,mandarin,male,258,china
258,258,24.0,6.0,"shanghai, china",mandarin4,mandarin,female,259,china
259,259,31.0,12.0,"beijing, china",mandarin5,mandarin,female,260,china
260,260,28.0,12.0,"le shan, sichuan, china",mandarin6,mandarin,female,261,china
261,261,22.0,5.0,"berkeley, california, usa",mandarin7,mandarin,male,262,usa
262,262,36.0,9.0,"freetown, sierra leone",mandingo1,mandingo,male,263,sierra leone
263,263,21.0,3.0,"bombay, india",marathi1,marathi,female,264,india
264,264,28.0,10.0,"madras, india",marathi2,marathi,male,265,india
265,265,21.0,5.0,"port louis, mauritius",mauritian1,mauritian,male,266,mauritius
266,266,18.0,15.0,"ulaanbaatar, mongolia",mongolian1,mongolian,female,267,mongolia
267,267,22.0,17.0,"ulaanbaatar, mongolia",mongolian2,mongolian,male,268,mongolia
268,268,29.0,12.0,"tenkodogo, burkina faso",moore1,moore,female,269,burkina faso
269,269,21.0,6.0,"weno, chuuk, federated states of micronesia",mortlockese1,mortlockese,male,270,federated states of micronesia
270,270,22.0,5.0,"katmandu, nepal",nepali1,nepali,female,271,nepal
271,271,33.0,10.0,"drammen, norway",norwegian1,norwegian,female,272,norway
272,272,55.0,12.0,"oslo, norway",norwegian2,norwegian,female,273,norway
273,273,19.0,5.0,"volda, norway",norwegian3,norwegian,male,274,norway
274,274,33.0,11.0,"wellga, ethiopia",oromo1,oromo,female,275,ethiopia
275,275,18.0,3.0,"kolonia, pohnpei, federated states of micronesia",pohnpeian1,pohnpeian,male,276,federated states of micronesia
276,276,26.0,23.0,"janow, poland",polish1,polish,female,277,poland
277,277,26.0,25.0,"mielec, poland",polish2,polish,female,278,poland
278,278,31.0,12.0,"nowy sacz, poland",polish3,polish,female,279,poland
279,279,47.0,15.0,"krakow, poland",polish4,polish,female,280,poland
280,280,37.0,16.0,"bahia, brazil",portuguese1,portuguese,female,281,brazil
281,281,21.0,13.0,"novo hamburgo, rio grande do sul, brazil",portuguese10,portuguese,male,282,brazil
282,282,18.0,10.0,"brasilia, brazil",portuguese2,portuguese,female,283,brazil
283,283,18.0,15.0,"blumenau, brazil",portuguese3,portuguese,female,284,brazil
284,284,20.0,15.0,"cabinda, angola",portuguese4,portuguese,male,285,angola
285,285,31.0,13.0,"lubango, angola",portuguese5,portuguese,male,286,angola
286,286,44.0,15.0,"sao paulo, brazil",portuguese6,portuguese,male,287,brazil
287,287,40.0,11.0,"vitoria, brazil",portuguese7,portuguese,male,288,brazil
288,288,26.0,7.0,"fortaleza, brazil",portuguese8,portuguese,male,289,brazil
289,289,18.0,14.0,"sao paulo, brazil",portuguese9,portuguese,male,290,brazil
290,290,34.0,10.0,"sargodha, pakistan",punjabi1,punjabi,male,291,pakistan
291,291,26.0,10.0,"hoshiarpur, india",punjabi2,punjabi,male,292,india
292,292,53.0,15.0,"cochabamba, bolivia",quechua1,quechua,female,293,bolivia
293,293,32.0,27.0,"huanuco, provincia dos de mayo, peru",quechua2,quechua,female,294,peru
294,294,24.0,12.0,"timisoara, romania",romanian1,romanian,male,295,romania
295,295,62.0,14.0,"bucharest, romania",romanian2,romanian,male,296,romania
296,296,50.0,32.0,"birtem, romania",romanian3,romanian,male,297,romania
297,297,35.0,32.0,"bucharest, romania",romanian4,romanian,female,298,romania
298,298,37.0,36.0,"nizhni novgorod, russia",russian1,russian,male,299,russia
299,299,20.0,5.0,"moscow, russia",russian10,russian,female,300,russia
300,300,54.0,13.0,"ola magadan, russia",russian11,russian,male,301,russia
301,301,50.0,10.0,"izmail, ukraine",russian2,russian,female,302,ukraine
302,302,35.0,6.0,"zaporizhzhya, ukraine",russian3,russian,female,303,ukraine
303,303,68.0,38.0,"moscow, russia",russian4,russian,female,304,russia
304,304,25.0,15.0,"khabarovsk, russia",russian5,russian,female,305,russia
305,305,26.0,11.0,"moscow, russia",russian6,russian,female,306,russia
306,306,54.0,13.0,"kiev, ukraine",russian7,russian,female,307,ukraine
307,307,66.0,12.0,"moscow, russia",russian8,russian,male,308,russia
308,308,23.0,7.0,"moscow, russia",russian9,russian,male,309,russia
309,309,35.0,11.0,"zofingen, switzerland",sardinian1,sardinian,female,310,switzerland
310,310,21.0,10.0,"ndjamena, chad",sarua1,sarua,male,311,chad
311,311,41.0,6.0,"satawal island, yap state, federated states of micronesia",satawalese1,satawalese,male,312,federated states of micronesia
312,312,30.0,6.0,"satawal island, yap state, federated states of micronesia",satawalese2,satawalese,female,313,federated states of micronesia
313,313,47.0,47.0,"bosanska krupa, bosnia",serbian1,serbian,female,314,bosnia
314,314,36.0,15.0,"zrenjanin, serbia, yugoslavia",serbian2,serbian,male,315,yugoslavia
315,315,77.0,23.0,"fiumedinisi, sicily",sicilian1,sicilian,male,316,sicily
316,316,33.0,4.0,"colombo, sri lanka",sinhalese1,sinhalese,female,317,sri lanka
317,317,28.0,11.0,"colombo, sri lanka",sinhalese2,sinhalese,female,318,sri lanka
318,318,25.0,14.0,"kosice, slovak republic",slovak1,slovak,female,319,slovak republic
319,319,23.0,17.0,"piestany, slovak republic",slovak2,slovak,female,320,slovak republic
320,320,51.0,16.0,"nitra, slovak republic",slovak3,slovak,female,321,slovak republic
321,321,26.0,24.0,"mogadishu, somalia",somali1,somali,female,322,somalia
322,322,24.0,17.0,"caracas, venezuela",spanish1,spanish,male,323,venezuela
323,323,48.0,47.0,"san luis de la reina, el salvador",spanish10,spanish,male,324,el salvador
324,324,49.0,28.0,"lima, peru",spanish11,spanish,female,325,peru
325,325,25.0,8.0,"oviedo, spain",spanish12,spanish,male,326,spain
326,326,29.0,11.0,"duitama, colombia",spanish13,spanish,female,327,colombia
327,327,34.0,15.0,"pereira, colombia",spanish14,spanish,female,328,colombia
328,328,54.0,4.0,"san juan, puerto rico",spanish15,spanish,male,329,puerto rico
329,329,44.0,25.0,"buenos aires, argentina",spanish16,spanish,male,330,argentina
330,330,22.0,9.0,"puebla, mexico",spanish17,spanish,female,331,mexico
331,331,22.0,17.0,"la paz, bolivia",spanish18,spanish,male,332,bolivia
332,332,25.0,17.0,"havana, cuba",spanish19,spanish,female,333,cuba
333,333,20.0,12.0,"puerto la cruz, venezuela",spanish2,spanish,male,334,venezuela
334,334,45.0,30.0,"managua, nicaragua",spanish20,spanish,male,335,nicaragua
335,335,25.0,18.0,"santiago, chile",spanish21,spanish,male,336,chile
336,336,32.0,11.0,"madrid, spain",spanish22,spanish,female,337,spain
337,337,22.0,7.0,"santiago, chile",spanish23,spanish,male,338,chile
338,338,27.0,5.0,"mexico city, mexico",spanish24,spanish,male,339,mexico
339,339,26.0,21.0,"san jose, costa rica",spanish25,spanish,male,340,costa rica
340,340,18.0,6.0,"burgos, spain",spanish26,spanish,male,341,spain
341,341,34.0,14.0,"zaragoza, spain",spanish27,spanish,male,342,spain
342,342,20.0,18.0,"san miguel, el salvador",spanish28,spanish,female,343,el salvador
343,343,17.0,16.0,"bogota, colombia",spanish3,spanish,female,344,colombia
344,344,21.0,17.0,"cabanas, el salvador",spanish4,spanish,female,345,el salvador
345,345,52.0,13.0,"bogota, colombia",spanish5,spanish,female,346,colombia
346,346,20.0,19.0,"lima, peru",spanish6,spanish,male,347,peru
347,347,21.0,20.0,"bogota, colombia",spanish7,spanish,female,348,colombia
348,348,21.0,12.0,"san salvador, el salvador",spanish8,spanish,male,349,el salvador
349,349,20.0,17.0,"araure, venezuela",spanish9,spanish,male,350,venezuela
350,350,56.0,11.0,"solna, sweden",swedish1,swedish,female,351,sweden
351,351,20.0,10.0,"uppsala, sweden",swedish2,swedish,male,352,sweden
352,352,24.0,10.0,"stockholm, sweden",swedish3,swedish,male,353,sweden
353,353,22.0,10.0,"lulea, sweden",swedish4,swedish,male,354,sweden
354,354,0.0,0.0,,synthesized1,synthesized,male,355,
355,355,0.0,0.0,,synthesized2,synthesized,female,356,
356,356,0.0,0.0,,synthesized3,synthesized,female,357,
357,357,0.0,0.0,,synthesized4,synthesized,male,358,
